planet_name,host_name,number_stars,number_planets,discovery_method,discovery_year,discovery_facility,orbital_period,semimajor_axis,planet_radius,planet_mass_E,planet_mass_J,planet_eccentricity,planet_eq_temp,star_spectype,star_teff,star_radius,star_mass,star_age,system_distance,system_vmag,system_gaiamag
Kepler-1819 b,Kepler-1819,1,1,Transit,2021,Kepler,16.48690033,0.1337,3.90351256,14.5,0.0456,0,760,,6090,1.071,1.173,0.4,1363.19,15.489,15.3187
Kepler-1821 b,Kepler-1821,1,1,Transit,2021,Kepler,16.45809937,0.1244,2.59248115,7.24,0.0228,0,644,,5475,0.884,0.946,0.4,799.699,14.795,14.6369
HIP 97166 c,HIP 97166,1,2,Radial Velocity,2021,Multiple Observatories,16.432,0.124,2.75,8,0.02517081,0,642,K0 V,5216,0.8418,0.9342,1.2,65.9501,9.92,9.68443
K2-357 b,K2-357,1,1,Transit,2021,K2,16.3488637,0.145,3.72,13.4,0.042,,735,,5794,1,0.98,,517.687,13.748,13.4792
Kepler-1779 b,Kepler-1779,1,1,Transit,2021,Kepler,16.34359932,0.1264,3.03295685,9.44,0.0297,0,730,,5730,1.056,1.008,0.6,908.501,15.132,14.9927
K2-337 b,K2-337,1,1,Transit,2021,K2,16.273563,,2.62,7.37,0.0232,,850,,5869,1.32,0.94,,421.636,12.385,12.2299
HD 207897 b,HD 207897,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),16.20166,0.117,2.34302132,14.8,0.04656601,0,581.75,K0 V,5106,0.7827,0.8208,4.7,28.2938,8.37,8.13037
Kepler-1862 b,Kepler-1862,1,1,Transit,2021,Kepler,16.05730057,0.1199,2.203,5.49,0.0173,0,645,,5644,0.806,0.9,0.4,1232.19,15.847,15.8381
Kepler-1753 b,Kepler-1753,1,1,Transit,2021,Kepler,16.00460052,0.1179,2.22678077,5.59,0.0176,0,583,,5180,0.769,0.86,6.2,707.688,15.59,15.5134
Kepler-1948 b,Kepler-1948,1,1,Transit,2021,Kepler,15.57129955,0.1022,1.03283226,1.09,0.00343,0,399,,3872,0.557,0.585,,193.903,14.569,13.9243
HD 141004 b,HD 141004,1,1,Radial Velocity,2021,Multiple Observatories,15.5083,0.1238,3.77,13.63483866,0.0429,0.16,,G0Vvar,5885.38,1.389372,1.051904,6.32,11.8148,4.4154,4.27965
K2-353 b,K2-353,1,1,Transit,2021,K2,15.466805,,5.55,26.3,0.0829,,735,,5698,0.99,0.87,,268.515,12.337,12.0988
Kepler-1802 b,Kepler-1802,1,2,Transit,2021,Kepler,15.45020008,0.0662,1.671,3.43,0.0108,0,581,,4245,0.637,0.649,13.9,636.694,15.905,16.5052
Kepler-1924 b,Kepler-1924,1,1,Transit,2021,Kepler,15.33170033,0.1216,2.65446572,7.53,0.0237,0,821,,5726,1.285,1.018,,1910.77,15.084,15.0841
TOI-178 f,TOI-178,1,6,Transit,2021,Multiple Observatories,15.231915,0.1039,2.287,7.72,0.02428971,,521,K,4316,0.651,0.65,7.1,62.699,11.955,11.1523
Kepler-799 c,Kepler-799,1,2,Transit,2021,Kepler,15.19419956,0.1214,2.78068551,8.15,0.0256,0,893,,5588,1.593,1.031,0.5,1509.084,15.166,
HD 168009 b,HD 168009,1,1,Radial Velocity,2021,Multiple Observatories,15.1479,0.1192,3.05,9.53485221,0.03,0.12,,G2V,5778.33,1.209505,0.986073,9.68,23.3032,6.295,6.14052
Kepler-1768 b,Kepler-1768,1,1,Transit,2021,Kepler,15.13589954,0.1286,2.23346338,5.62,0.0177,0,933,,6050,1.572,1.24,,632.766,13.565,13.4376
Kepler-1710 b,Kepler-1710,1,1,Transit,2021,Kepler,14.91110039,0.11583,3.19744103,3.49494179,0.01099626,0,694,,5650,0.899,0.932,2.69,305.193,12.695,12.5606
K2-352 d,K2-352,1,3,Transit,2021,K2,14.871387,,2.23,5.6,0.0176,,727,,5791,0.95,0.98,,176.051,11.125,11.1147
Kepler-1907 c,Kepler-1907,1,2,Transit,2021,Kepler,14.86390018,0.10371,1.15547045,1.63,0.00513,0,620,,5159,0.8,0.752,14,292.111,13.989,13.7309
Kepler-1846 b,Kepler-1846,1,1,Transit,2021,Kepler,14.82009983,0.11054,1.76378826,3.76,0.0118,0,552,,4825,0.732,0.785,14,374.615,14.412,14.1277
K2-333 b,K2-333,1,1,Transit,2021,K2,14.759287,,6.18,31.6,0.0995,,826,,5880,1.22,1.06,,343.99,12.073,11.9866
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,K2,14.647531,,2.6,7.27,0.0229,,,,5724,1.1,0.928,,369.888,13.096,12.9682
TOI-558 b,TOI-558,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.574071,0.1291,12.17295304,1147.360549,3.61,0.298,1061,F V,6466,1.496,1.349,1.79,402.63,11.233,11.3253
Kepler-1749 b,Kepler-1749,1,1,Transit,2021,Kepler,14.53409958,0.0956,1.61301784,3.23,0.0102,0,420,,3957,0.553,0.551,13.9,268.2,14.95,14.6958
TOI-1278 b,TOI-1278,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.47567,0.095,12.21778896,5879.82553,18.5,0.013,407.87,M0 V,3799,0.573,0.54,,75.5759,13.502,12.7543
HD 5278 b,HD 5278,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.339156,0.1202,2.45,7.8,0.02454154,0.08,943,F V,6203,1.194,1.126,3,57.5846,7.94,7.80375
HD 189567 b,HD 189567,1,2,Radial Velocity,2021,La Silla Observatory,14.288,0.111,2.85,8.5,0.02674399,0.189,,G3 V,5726,1.04,0.83,11,17.9055,6.074,5.9098
Kepler-1955 b,Kepler-1955,1,1,Transit,2021,Kepler,14.26519966,0.11959,1.16654878,1.69,0.00531,0,853,,5825,1.291,1.049,4.37,449.351,12.609,12.5298
Kepler-1913 b,Kepler-1913,1,1,Transit,2021,Kepler,14.1960001,0.1209,1.51852059,2.92,0.00918,0,818,,6214,1.076,1.169,,876.3,14.814,14.658
HD 13808 b,HD 13808,1,2,Radial Velocity,2021,La Silla Observatory,14.1815,0.10519,3.35,11.2,0.03523896,0.071,,K2 V,5035,0.781,0.771,7.2,28.2305,8.36,8.11006
HD 39194 c,HD 39194,1,3,Radial Velocity,2021,La Silla Observatory,14.03,0.103,2.39,6.3,0.01982202,0.154,,K0 V,5205,0.783742,0.67,10,26.4131,8.09,7.85201
Kepler-1842 b,Kepler-1842,1,1,Transit,2021,Kepler,14.02639961,0.116,2.35388681,6.14,0.0193,0,822,,5970,1.131,1.057,7,923.551,14.746,14.6804
Kepler-324 e,Kepler-324,1,4,Transit,2021,Kepler,13.97939968,0.10972,2.03862444,235.014,0.73943674,0,635,,5191,0.826,0.844,3.39,501.574,14.222,14.0909
Kepler-1915 b,Kepler-1915,1,1,Transit,2021,Kepler,13.83539963,0.114,3.21798413,10.4,0.0329,0,809,,6020,1.057,1.03,,1514.66,16.261,15.8388
Kepler-1712 b,Kepler-1712,1,1,Transit,2021,Kepler,13.81499958,0.0903,2.28372556,5.83,0.0184,0,391,,3732,0.509,0.515,13.8,156.264,14.946,14.1997
Kepler-1730 b,Kepler-1730,1,1,Transit,2021,Kepler,13.81019974,0.1131,4.48524519,18.4,0.0577,0,833,,5942,1.142,1.009,7.4,1427.08,15.478,15.3758
Kepler-1882 b,Kepler-1882,1,1,Transit,2021,Kepler,13.78730011,0.11636,1.48674404,2.81,0.00886,0,894,,5691,1.458,1.068,6.61,443.371,12.516,12.4303
K2-330 b,K2-330,1,1,Transit,2021,K2,13.774798,,2.77,8.1,0.0255,,969,,6232,1.5,1.23,,160.125,9.608,9.51275
TOI-2285 b,TOI-2285,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),13.635109,0.1363,1.77,19.5,0.06135386,0.3,358,,3491,0.464,0.454,,42.409,13.403,12.4314
Kepler-1784 b,Kepler-1784,1,1,Transit,2021,Kepler,13.59049988,0.1072,2.79936489,8.24,0.0259,0,724,,5442,0.974,0.887,13.8,883.045,15.423,15.1562
Kepler-1795 b,Kepler-1795,1,1,Transit,2021,Kepler,13.36019993,0.1002,1.66301611,3.4,0.0107,0,520,,4500,0.688,0.768,5.8,,16.188,15.7903
Kepler-1922 b,Kepler-1922,1,1,Transit,2021,Kepler,13.22259998,0.1077,2.29064904,5.86,0.0184,0,740,,5931,0.863,0.953,,1344.29,15.388,15.1917
HD 93385 c,HD 93385,1,3,Radial Velocity,2021,La Silla Observatory,13.18,0.112,2.56,7.1,0.0223391,0.2,,G2/G3 V,5977,1.18484,1.04,3.3,43.3475,7.49,7.33769
Kepler-1938 b,Kepler-1938,1,1,Transit,2021,Kepler,13.06260014,0.0938,1.82828927,4,0.0126,0,527,,4522,0.655,0.646,,421.152,15.246,14.8554
Kepler-1930 b,Kepler-1930,1,1,Transit,2021,Kepler,13.02680016,0.10233,1.52955541,2.95,0.00929,0,643,,5083,0.844,0.844,0.62,275.694,13.447,13.3746
Kepler-1917 b,Kepler-1917,1,1,Transit,2021,Kepler,12.90240002,0.103,1.88971288,4.23,0.0133,0,675,,5530,0.788,0.882,,909.037,15.474,15.4691
L 98-59 e,L 98-59,1,4,Radial Velocity,2021,Multiple Observatories,12.796,0.0717,1.56,3.06,0.00962784,0.128,342,M3 V,3415,0.303,0.273,0.8,10.6194,11.685,10.5976
Kepler-1860 b,Kepler-1860,1,1,Transit,2021,Kepler,12.73719978,0.10625,1.13863767,1.55,0.00487,0,697,,5420,0.868,0.874,1.55,438.703,13.569,13.4381
Kepler-1720 b,Kepler-1720,1,1,Transit,2021,Kepler,12.70639992,0.1043,3.21585295,10.4,0.0328,0,697,,5573,0.839,0.939,0.5,629.445,14.822,14.6634
K2-348 c,K2-348,1,2,Transit,2021,K2,12.550171,,2.67,7.61,0.0239,,655,,5077,0.85,0.83,,201.856,12.572,12.3271
TOI-431 d,TOI-431,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),12.46103,0.098,3.29,9.9,0.03114888,0,633,,4850,0.731,0.78,,32.5686,9.12,8.79171
Kepler-1804 b,Kepler-1804,1,1,Transit,2021,Kepler,12.28849983,0.1017,1.59615726,3.18,0.00999,0,913,,5109,1.671,0.929,14,434.456,14.679,14.4269
K2-335 b,K2-335,1,1,Transit,2021,K2,12.283211,,2.21,5.52,0.0174,,949,,6222,1.33,1.23,,557.993,12.556,12.4741
Kepler-418 c,Kepler-418,1,2,Transit,2021,Kepler,12.21829987,0.10632,5.22108654,23.7,0.0747,0,835,,5822,1.081,0.957,2.1,1002.53,14.824,14.649
Kepler-1815 b,Kepler-1815,1,1,Transit,2021,Kepler,12.19139957,0.0984,2.7489262,7.99,0.0251,0,763,,5516,0.967,0.856,13.5,1006.63,15.621,15.3701
Kepler-1777 b,Kepler-1777,1,1,Transit,2021,Kepler,12.18420029,0.10301,2.13189678,5.19,0.0163,0,819,,5771,1.068,0.984,0.46,619.146,14.112,13.9541
Kepler-1838 b,Kepler-1838,1,1,Transit,2021,Kepler,12.14680004,0.11082,1.66049425,3.4,0.0107,0,1097,,5877,1.963,1.187,4.47,451.242,11.443,11.803
Kepler-1851 b,Kepler-1851,1,1,Transit,2021,Kepler,12.02289963,0.1016,3.90012032,14.5,0.0455,0,776,,5982,0.879,0.967,0.3,1589.81,15.699,15.6445
Kepler-1835 b,Kepler-1835,1,1,Transit,2021,Kepler,11.96409988,0.0997,3.53387773,12.2,0.0385,0,808,,5903,0.961,0.922,4.8,1404.38,15.615,15.3562
Kepler-1799 b,Kepler-1799,1,1,Transit,2021,Kepler,11.9296999,0.1028,4.12801189,15.9,0.0501,0,770,,5831,0.921,1.016,0.5,2254.69,15.99,15.826
TOI-2202 b,TOI-2202,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),11.9126075,0.09564,10.95117414,287.3168799,0.904,0.022,652.07,K8 V,5169,0.808,0.841,6.4,235.933,13.004,12.7606
EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021,K2,11.811437,,2.3,5.9,0.0186,,,,5765,0.93,1,,561.929,13.976,13.8326
Kepler-1866 b,Kepler-1866,1,1,Transit,2021,Kepler,11.66009998,0.1016,2.08215108,4.99,0.0157,0,834,,5791,1.083,1.03,0.3,976.737,14.418,14.366
HD 152843 b,HD 152843,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),11.6264,0.1053,3.41,11.56,0.03637183,0.14,1003.11,G0,6310,1.43,1.15,3.97,107.898,8.855,8.76412
Kepler-1845 b,Kepler-1845,1,1,Transit,2021,Kepler,11.60649967,0.0885,2.43836702,6.52,0.0205,0,584,,4703,0.701,0.686,1,710.724,16.117,15.7496
K2-342 b,K2-342,1,1,Transit,2021,K2,11.561052,,2.03,4.78,0.015,,861,,5920,1.09,1.01,,208.357,11.338,11.0702
Kepler-1888 b,Kepler-1888,1,1,Transit,2021,Kepler,11.39169979,0.0956,1.32578716,2.32,0.00729,0,886,,5557,1.249,0.897,11.3,402.947,12.099,11.8773
Kepler-1705 c,Kepler-1705,1,2,Transit,2021,Kepler,11.28,,2.05,5.42,0.01705323,0.028,,,6312,1.259,1.139,2.59,1633.49,15.8,15.4974
K2-358 b,K2-358,1,1,Transit,2021,K2,11.2510285,0.0863,2.68,7.65,0.0241,,888,,5650,0.91,0.93,,480.307,13.699,13.5733
Kepler-1847 b,Kepler-1847,1,1,Transit,2021,Kepler,11.12969971,0.0989,2.74516914,7.97,0.0251,0,843,,6122,0.964,1.041,0.4,1693.86,16.027,15.8633
Kepler-1807 b,Kepler-1807,1,1,Transit,2021,Kepler,10.86060047,0.0988,2.70393215,7.77,0.0245,0,1108,,6455,1.496,1.087,2.95,1299.32,14.127,13.9341
Kepler-1950 b,Kepler-1950,1,1,Transit,2021,Kepler,10.77690029,0.0871,1.52696349,2.95,0.00927,0,752,,5455,0.852,0.759,,697.253,14.845,14.5569
TOI-220 b,TOI-220,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.695264,0.08911,3.03,13.8,0.04341966,0.032,805,K0 V,5298,0.858,0.825,10.1,90.7402,10.466,10.1897
Kepler-457 d,KOI-7892,1,3,Transit,2021,Kepler,10.6906004,0.0996,2.98467257,9.19,0.0289,0,1008,,6474,1.242,1.148,,1072.3,14.411,14.2165
Kepler-1879 b,Kepler-1879,1,1,Transit,2021,Kepler,10.61340046,0.0957,2.06512018,4.92,0.0155,0,987,,5865,1.388,1.023,7.94,627.171,12.825,12.7877
Kepler-1801 b,Kepler-1801,1,2,Transit,2021,Kepler,10.44089985,0.0915,2.70926154,7.8,0.0245,0,829,,5738,0.981,0.936,8.1,839.332,15.28,15.0715
Kepler-1765 b,Kepler-1765,1,1,Transit,2021,Kepler,10.41889954,0.0917,2.49508857,6.78,0.0213,0,855,,5692,1.064,0.946,11.9,764.456,15.04,14.8213
K2-345 b,K2-345,1,1,Transit,2021,K2,10.367437,,2.11,5.1,0.016,,437,,3779,0.52,0.56,,162.408,15.72,14.6951
TOI-2076 b,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.355235,0.0682,2.39,16.1,0.05065626,0,738,K,5201,0.774,0.883,0.338,41.9091,9.139,8.91028
HIP 97166 b,HIP 97166,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.288914,0.091,2.4801338,19.1,0.06009532,0.29,701.66,K0 V,5216,0.8418,0.9342,1.2,65.9501,9.92,9.68443
Kepler-1714 b,Kepler-1714,1,1,Transit,2021,Kepler,10.27530003,0.10549,3.26437302,10.7,0.0337,0,1211,,6150,2.086,1.448,2.29,409.46,11.041,10.9663
Kepler-1828 b,Kepler-1828,1,1,Transit,2021,Kepler,10.2737999,0.0924,2.11598626,5.13,0.0161,0,799,,5806,0.899,0.996,0.4,871.81,14.985,14.8984
HD 110082 b,HD 110082,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.18271,0.113,3.2,10.3,0.0325,0.2,957.2,F8 V,6200,1.19,1.21,0.25,105.096,9.23,9.11523
TOI-1478 b,TOI-1478,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.1802117,0.0818,11.99360935,279.6889982,0.88,0.055,918,,5597,1.048,0.947,9.1,152.892,10.723,10.6624
Kepler-1778 b,Kepler-1778,1,1,Transit,2021,Kepler,10.08740044,0.0956,3.01665969,9.36,0.0294,0,942,,6310,1.095,1.143,0.3,1276.29,15.273,15.0421
Kepler-1758 b,Kepler-1758,1,1,Transit,2021,Kepler,9.977210045,0.0919,2.57059831,7.13,0.0224,0,1028,,5557,1.616,1.035,0.4,1588.41,15.119,14.9449
TOI-178 e,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.961881,0.0783,2.207,3.86,0.01214486,,600,K,4316,0.651,0.65,7.1,62.699,11.955,11.1523
Kepler-1867 b,Kepler-1867,1,1,Transit,2021,Kepler,9.887359619,0.0872,1.15985997,1.65,0.0052,0,768,,5693,0.816,0.911,0.5,680.583,13.549,13.4367
Kepler-1944 b,Kepler-1944,1,1,Transit,2021,Kepler,9.842579842,0.0918,2.75971163,8.05,0.0253,0,801,,5585,0.972,1.064,,1076.48,15.582,15.3313
Kepler-1794 b,Kepler-1794,1,1,Transit,2021,Kepler,9.762980461,0.0821,1.79426276,3.87,0.0122,0,703,,5052,0.816,0.773,14,561.229,15.497,15.2846
Kepler-1937 b,Kepler-1937,1,1,Transit,2021,Kepler,9.688599586,0.0915,3.0229133,9.39,0.0295,0,1014,,6457,1.196,1.19,2.45,905.069,14.163,14.0864
TOI-1842 b,TOI-1842,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.5739181,0.1,12.3485023,89.4,0.28128386,0.276,1199.55,,6039,2.032,1.4643,2.5,223.465,9.815,9.65981
K2-331 b,K2-331,1,2,Transit,2021,K2,9.398977,,1.79,3.86,0.0121,,909,,5994,1.06,1.1,,211.43,11.305,11.1945
Kepler-1958 b,Kepler-1958,1,1,Transit,2021,Kepler,9.328619957,0.0856,2.05124311,4.86,0.0153,0,806,,5749,0.864,0.961,,1320.38,15.486,15.4313
Kepler-1733 b,Kepler-1733,1,1,Transit,2021,Kepler,9.229579926,0.0933,3.63582354,12.8,0.0404,0,1021,,6320,1.252,1.273,0.2,2080.51,15.612,15.357
Kepler-1530 d,Kepler-1530,1,3,Transit,2021,Kepler,9.20761013,0.08276,3.27870115,10.8,0.0339,0,972,,5678,1.303,1.015,1.17,489.876,14.15,14.0055
Kepler-1722 b,Kepler-1722,1,1,Transit,2021,Kepler,9.178569794,0.0819,2.86719266,8.58,0.027,0,753,,5506,0.788,0.876,1.4,772.283,14.997,14.8579
HD 63935 b,HD 63935,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.058807,0.083,2.91575244,10.5,0.03303669,0,825.22,,5513,0.9598,0.9406,6.6,48.9739,8.58,8.39353
TOI-1749 d,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.0497,0.0707,2.52,15,0.04719528,0.062,533,M0 V,3985,0.55,0.58,0.8,99.5561,13.86,13.1798
Kepler-1705 b,Kepler-1705,1,2,Transit,2021,Kepler,9.03502,0.08,2.03,4.47,0.01406419,0.033,789,,6312,1.259,1.139,2.59,1633.49,15.8,15.4974
Kepler-1806 b,Kepler-1806,1,1,Transit,2021,Kepler,9.033320427,0.0813,2.35560189,6.15,0.0193,0,729,,5311,0.788,0.884,0.6,978.066,16.173,15.9071
K2-349 b,K2-349,1,1,Transit,2021,K2,9.032178,,1.38,2.48,0.0078,,518,,4385,0.49,0.54,,453.567,14.585,14.1826
Kepler-1727 b,Kepler-1727,1,1,Transit,2021,Kepler,9.029299736,0.0796,3.17321625,10.2,0.0321,0,757,,5349,0.82,0.824,9.7,894.187,15.751,15.3759
Kepler-1884 b,Kepler-1884,1,1,Transit,2021,Kepler,8.988320351,0.0845,1.81406781,3.95,0.0124,0,864,,5984,0.906,0.993,0.3,1443.09,15.433,15.2294
Kepler-1857 b,Kepler-1857,1,1,Transit,2021,Kepler,8.94340992,0.08308,1.96065412,4.5,0.0142,0,946,,6074,1.005,0.873,7.94,853.275,14.36,14.1486
Kepler-1805 b,Kepler-1805,1,1,Transit,2021,Kepler,8.847940445,0.0699,1.54502915,3,0.00945,0,479,,3867,0.552,0.581,13.8,221.639,15.536,14.8955
Kepler-1793 b,Kepler-1793,1,1,Transit,2021,Kepler,8.779999733,0.0787,3.79037518,13.8,0.0434,0,713,,5191,0.764,0.85,3.6,1189.88,15.949,15.9003
Kepler-1966 b,Kepler-1966,1,1,Transit,2021,Kepler,8.617429733,0.0763,1.10479327,1.39,0.00437,0,733,,5009,0.84,0.797,,484.601,15.222,14.7889
Kepler-1783 b,Kepler-1783,1,1,Transit,2021,Kepler,8.277440071,0.07595,1.31946731,2.3,0.00723,0,1088,,5129,1.781,0.887,1.15,264.078,13.309,13.0982
Kepler-381 d,Kepler-381,1,3,Transit,2021,Kepler,8.256299973,0.08364,1.0667865,1.23,0.00386,0,1387,,6197,2.188,1.198,3.98,267.323,10.47,10.5459
K2-352 c,K2-352,1,3,Transit,2021,K2,8.234885,,1.92,4.35,0.0137,,885,,5791,0.95,0.98,,176.051,11.125,11.1147
Kepler-1754 b,Kepler-1754,1,1,Transit,2021,Kepler,8.195949554,0.0718,2.43996509,6.53,0.0205,0,672,,4723,0.747,0.734,,718.945,16.007,15.8578
Kepler-1740 b,Kepler-1740,1,1,Transit,2021,Kepler,8.172400475,0.0779,3.32321414,11,0.0347,0,858,,5705,0.905,0.943,,1061.77,15.454,15.2863
Kepler-1869 b,Kepler-1869,1,2,Transit,2021,Kepler,8.167360306,0.07976,1.11955354,1.46,0.00458,0,865,,5808,0.902,0.987,1.29,113.025,10.31,10.0911
HD 96700 b,HD 96700,1,3,Radial Velocity,2021,La Silla Observatory,8.1245,0.0777,2.93,8.9,0.02800253,0.138,,G0 V,5845,1.16,0.89,8.6,25.4111,6.51,6.35547
G 264-012 c,G 264-012,1,2,Radial Velocity,2021,Calar Alto Observatory,8.0518,0.0525,1.76,3.75,0.01179882,,387,M4.0 V,3326,0.305,0.297,,16.009,13.078,11.7617
Kepler-1962 b,Kepler-1962,1,1,Transit,2021,Kepler,7.991459846,0.0783,1.21463929,1.95,0.00614,0,901,,5700,1.006,1.003,,866.826,15.146,14.9657
TOI-1062 c,TOI-1062,1,2,Radial Velocity,2021,La Silla Observatory,7.972,0.08,3.1,9.78,0.03077132,0.14,859,G9 V,5328,0.84,0.94,2.5,82.1733,10.249,10.0008
Kepler-1852 b,Kepler-1852,1,1,Transit,2021,Kepler,7.970940113,0.0762,1.88610592,4.22,0.0133,0,760,,5237,0.826,0.927,8.6,772.481,15.726,15.4354
K2-351 b,K2-351,1,1,Transit,2021,K2,7.806164,,2.54,6.99,0.022,,934,,5769,1.05,1.02,,694.734,14.195,13.9854
Kepler-1791 b,Kepler-1791,1,1,Transit,2021,Kepler,7.720860004,0.0761,3.12103321,9.91,0.0312,0,1021,,5887,1.177,0.985,3.73,602.218,13.529,13.4138
Kepler-1735 b,Kepler-1735,1,1,Transit,2021,Kepler,7.71792984,0.0621,1.19429134,1.84,0.00578,0,502,,3975,0.509,0.535,14,245.303,15.896,15.2237
KOI-1833 d,Kepler-968,1,3,Transit,2021,Kepler,7.685,0.0634,2.58,11.02,0.0346728,0,613,,4413,0.667,0.681,2.14,290.324,14.626,14.2499
K2-343 c,K2-343,1,2,Transit,2021,K2,7.676972,,2.02,4.74,0.0149,,465,,3804,0.46,0.49,,166.169,16.01,15.1312
Kepler-1738 b,Kepler-1738,1,1,Transit,2021,Kepler,7.674630165,0.0781,2.82472883,8.37,0.0263,0,957,,6063,1.001,1.079,0.3,1302.87,15.649,15.4178
Kepler-1743 b,Kepler-1743,1,1,Transit,2021,Kepler,7.649710178,0.084,1.59887007,3.18,0.01,0,1144,,5855,1.613,1.266,3.72,538.807,12.062,11.9354
TOI-1260 c,TOI-1260,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),7.493134,0.0657,2.76,13.2,0.04153184,0,651,K6 V,4227,0.672,0.679,6.7,73.5977,11.922,11.5743
Kepler-534 c,Kepler-534,1,2,Transit,2021,Kepler,7.378689766,0.0761,1.227,2.02,0.00637,0,933,,5936,0.965,1.075,1.7,570.659,13.387,13.231
Kepler-1906 b,Kepler-1906,1,1,Transit,2021,Kepler,7.362689972,0.0738,2.77615754,8.13,0.0256,0,901,,5868,0.894,0.987,0.5,1360.63,15.322,14.9602
Kepler-1739 b,Kepler-1739,1,1,Transit,2021,Kepler,7.343709946,0.0697,2.43056832,6.48,0.0204,0,839,,5757,0.762,0.865,0.4,783.666,14.899,14.6422
HD 93385 b,HD 93385,1,3,Radial Velocity,2021,La Silla Observatory,7.3426,0.0756,1.88,4.2,0.01321468,0.295,,G2/G3 V,5977,1.18484,1.04,3.3,43.3475,7.49,7.33769
Kepler-1600 c,Kepler-1600,1,2,Transit,2021,Kepler,7.298049927,0.06961,1.94206512,4.43,0.0139,0,786,,5119,0.834,0.818,6.92,1030.81,16.076,15.8138
Kepler-1967 b,Kepler-1967,1,1,Transit,2021,Kepler,7.281690121,0.06686,0.73022577,0.315,0.000991,0,1086,,4970,1.806,0.996,6.92,249.102,13.519,13.3752
Kepler-1968 b,Kepler-1968,1,1,Transit,2021,Kepler,7.281099796,0.0696,1.50004034,2.86,0.00899,0,744,,5008,0.788,0.844,,750.93,16.303,15.9711
K2-347 b,K2-347,1,1,Transit,2021,K2,7.187257,,2.41,6.39,0.0201,,640,,4599,0.63,0.66,,320.336,15.15,14.8131
Kepler-1812 b,Kepler-1812,1,1,Transit,2021,Kepler,7.165219784,0.0765,2.3249424,6.01,0.0189,0,1034,,6174,1.103,1.162,1,1409.19,15.631,15.303
Kepler-1038 c,Kepler-1038,1,2,Transit,2021,Kepler,7.127659798,0.0692,1.4162338,2.59,0.00816,0,784,,5159,0.821,0.868,14,584.136,15.03,14.8561
GJ 393 b,GJ 393,1,1,Radial Velocity,2021,Multiple Observatories,7.02679,0.05402,1.17,1.71,0.00538026,,485,M2.0 V,3579,0.426,0.426,,7.03149,9.65,8.67373
Kepler-1751 b,Kepler-1751,1,1,Transit,2021,Kepler,7.017310143,0.0712,1.82417378,3.98,0.0125,0,984,,6052,0.967,0.974,1.9,1291.47,15.455,15.232
Kepler-1876 b,Kepler-1876,1,1,Transit,2021,Kepler,6.99205,0.0758,0.853,2.4,0.00755124,0.098,1299,,6104,1.477,1.187,4.4,259.935,10.793,10.7582
TOI-559 b,TOI-559,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.9839095,0.0723,12.22899794,1910.148726,6.01,0.151,1180,G V,5925,1.233,1.026,6.8,233.266,11.091,10.9777
Kepler-1947 b,Kepler-1947,1,1,Transit,2021,Kepler,6.963630199,0.07375,1.0101666,1.01,0.00317,0,1298,,6040,1.686,0.984,0.98,468.771,12.973,12.877
Kepler-1833 b,Kepler-1833,1,1,Transit,2021,Kepler,6.892129898,0.07545,1.30027362,2.24,0.00705,0,1177,,6164,1.446,1.286,3.89,591.602,12.645,12.5657
Kepler-352 d,Kepler-352,1,3,Transit,2021,Kepler,6.887279987,0.06574,0.80628032,0.449,0.00141,0,788,,5208,0.772,0.796,1.7,252.733,13.142,12.9561
Kepler-1734 b,Kepler-1734,1,1,Transit,2021,Kepler,6.796850204,0.0714,3.08851092,9.74,0.0306,0,985,,6061,0.97,1.05,0.3,1482.83,15.598,15.3171
HD 110113 c,HD 110113,1,2,Radial Velocity,2021,La Silla Observatory,6.744,0.068,2.11384817,10.5,0.03303653,0.045,990,G,5732,0.968,0.997,4,106.307,10.09,9.91036
